pair,date,spot,rate_diff,stress,ca_diff,tb_diff,prod_diff,fair_value,z_score,lambda,fit,model_status
nzdchf,2026-07-31,0.4745,4.258,1.0,-8.3302,-1.6792,-1.8366,,,,,insufficient_history
nzdjpy,2026-07-31,92.508,1.874,1.0,-3.6836,0.268,-0.9537,,,,,insufficient_history
nzdusd,2026-07-31,0.58872,-0.08,1.0,1.4765,1.3012,0.5927,,,,,insufficient_history
usdcad,2026-07-31,1.4016,-1.085,1.0,1.9798,1.7847,-0.7044,,,,,insufficient_history
usdchf,2026-07-31,0.8074,-4.338,1.0,9.8067,2.9804,2.4293,,,,,insufficient_history
usdjpy,2026-07-31,157.538,-1.954,1.0,5.1601,1.0332,1.5464,,,,,insufficient_history
usdnok,2026-07-31,9.4625,-0.261,1.0,22.2894,5.836,-0.0374,,,,,insufficient_history
usdsek,2026-07-31,9.5167,-1.715,1.0,8.3642,0.8452,-0.2135,,,,,insufficient_history
audcad,2026-08-03,0.9828,1.317,0.0,-2.812,-0.9203,-0.0988,,,,,insufficient_history
audchf,2026-08-03,0.5668,4.582,0.0,-10.6389,-2.116,-3.2325,,,,,insufficient_history
audjpy,2026-08-03,109.98,2.159,0.0,-5.9923,-0.1688,-2.3496,,,,,insufficient_history
audnzd,2026-08-03,1.19158,0.242,0.0,-2.3087,-0.4368,-1.3959,,,,,insufficient_history
audusd,2026-08-03,0.70028,0.282,0.0,-0.8322,0.8644,-0.8032,,,,,insufficient_history
cadchf,2026-08-03,0.57648,3.265,0.0,-7.8269,-1.1957,-3.1337,,,,,insufficient_history
cadjpy,2026-08-03,111.906,0.842,0.0,-3.1803,0.7515,-2.2508,,,,,insufficient_history
chfjpy,2026-08-03,194.024,-2.423,0.0,4.6466,1.9472,0.8829,,,,,insufficient_history
euraud,2026-08-03,1.64336,-1.8301,0.0,4.0517,0.2144,0.839,,,,,insufficient_history
eurcad,2026-08-03,1.61613,-0.5131,0.0,1.2397,-0.7059,0.7402,,,,,insufficient_history
eurchf,2026-08-03,0.93194,2.7519,0.0,-6.5872,-1.9016,-2.3935,,,,,insufficient_history
eurgbp,2026-08-03,0.85641,-1.802,0.0,3.2038,2.1952,-0.6598,,,,,insufficient_history
eurjpy,2026-08-03,180.905,0.3289,0.0,-1.9406,0.0456,-1.5106,,,,,insufficient_history
eurnok,2026-08-03,10.9809,-1.2961,0.0,-19.0699,-4.7572,0.0732,,,,,insufficient_history
eurnzd,2026-08-03,1.9593,-1.5881,0.0,1.743,-0.2224,-0.5569,,,,,insufficient_history
eursek,2026-08-03,10.9947,0.1439,0.0,-5.1447,0.2336,0.2493,,,,,insufficient_history
eurusd,2026-08-03,1.15115,-1.5481,0.0,3.2195,1.0788,0.0358,,,,,insufficient_history
gbpaud,2026-08-03,1.91747,-0.0281,0.0,0.8479,-1.9808,1.4988,,,,,insufficient_history
gbpcad,2026-08-03,1.88533,1.2889,0.0,-1.9641,-2.9011,1.4,,,,,insufficient_history
gbpchf,2026-08-03,1.08754,4.5539,0.0,-9.791,-4.0968,-1.7337,,,,,insufficient_history
gbpjpy,2026-08-03,211.082,2.1309,0.0,-5.1444,-2.1496,-0.8508,,,,,insufficient_history
gbpnzd,2026-08-03,2.28627,0.2139,0.0,-1.4608,-2.4176,0.1029,,,,,insufficient_history
gbpusd,2026-08-03,1.34336,0.2539,0.0,0.0157,-1.1164,0.6956,,,,,insufficient_history
nzdcad,2026-08-03,0.82395,1.075,0.0,-0.5033,-0.4835,1.2971,,,,,insufficient_history
nzdchf,2026-08-03,0.47492,4.34,0.0,-8.3302,-1.6792,-1.8366,,,,,insufficient_history
nzdjpy,2026-08-03,92.223,1.917,0.0,-3.6836,0.268,-0.9537,,,,,insufficient_history
nzdusd,2026-08-03,0.5872,0.04,0.0,1.4765,1.3012,0.5927,,,,,insufficient_history
usdcad,2026-08-03,1.40429,-1.035,0.0,1.9798,1.7847,-0.7044,,,,,insufficient_history
usdchf,2026-08-03,0.80972,-4.3,0.0,9.8067,2.9804,2.4293,,,,,insufficient_history
usdjpy,2026-08-03,157.19,-1.877,0.0,5.1601,1.0332,1.5464,,,,,insufficient_history
usdnok,2026-08-03,9.5374,-0.252,0.0,22.2894,5.836,-0.0374,,,,,insufficient_history
usdsek,2026-08-03,9.5538,-1.692,0.0,8.3642,0.8452,-0.2135,,,,,insufficient_history
audcad,2026-08-04,0.99048,1.42,0.0,-2.812,-0.8745,-0.0988,,,,,insufficient_history
audchf,2026-08-04,0.56996,4.595,0.0,-10.6389,-2.116,-3.2325,,,,,insufficient_history
audjpy,2026-08-04,111.074,2.121,0.0,-5.9923,-0.1688,-2.3496,,,,,insufficient_history
audnzd,2026-08-04,1.19512,0.239,0.0,-2.3087,-0.4368,-1.3959,,,,,insufficient_history
audusd,2026-08-04,0.70492,0.339,0.0,-0.8322,0.5104,-0.8032,,,,,insufficient_history
cadchf,2026-08-04,0.57522,3.175,0.0,-7.8269,-1.2415,-3.1337,,,,,insufficient_history
cadjpy,2026-08-04,112.157,0.701,0.0,-3.1803,0.7057,-2.2508,,,,,insufficient_history
chfjpy,2026-08-04,194.886,-2.474,0.0,4.6466,1.9472,0.8829,,,,,insufficient_history
euraud,2026-08-04,1.63574,-1.8527,0.0,4.0517,0.2144,0.839,,,,,insufficient_history
eurcad,2026-08-04,1.62121,-0.4327,0.0,1.2397,-0.6601,0.7402,,,,,insufficient_history
eurchf,2026-08-04,0.93258,2.7423,0.0,-6.5872,-1.9016,-2.3935,,,,,insufficient_history
eurgbp,2026-08-04,0.8571,-1.7795,0.0,3.2038,2.1952,-0.6598,,,,,insufficient_history
eurjpy,2026-08-04,181.917,0.2683,0.0,-1.9406,0.0456,-1.5106,,,,,insufficient_history
eurnok,2026-08-04,10.9993,-1.3217,0.0,-19.0699,-4.7572,0.0732,,,,,insufficient_history
eurnzd,2026-08-04,1.9557,-1.6137,0.0,1.743,-0.2224,-0.5569,,,,,insufficient_history
eursek,2026-08-04,10.9735,0.1383,0.0,-5.1447,0.2336,0.2493,,,,,insufficient_history
eurusd,2026-08-04,1.15354,-1.5137,0.0,3.2195,0.7248,0.0358,,,,,insufficient_history
gbpaud,2026-08-04,1.90879,-0.0732,0.0,0.8479,-1.9808,1.4988,,,,,insufficient_history
gbpcad,2026-08-04,1.89129,1.3468,0.0,-1.9641,-2.8553,1.4,,,,,insufficient_history
gbpchf,2026-08-04,1.08832,4.5218,0.0,-9.791,-4.0968,-1.7337,,,,,insufficient_history
gbpjpy,2026-08-04,212.165,2.0478,0.0,-5.1444,-2.1496,-0.8508,,,,,insufficient_history
gbpnzd,2026-08-04,2.2814,0.1658,0.0,-1.4608,-2.4176,0.1029,,,,,insufficient_history
gbpusd,2026-08-04,1.34528,0.2658,0.0,0.0157,-1.4704,0.6956,,,,,insufficient_history
nzdcad,2026-08-04,0.82851,1.181,0.0,-0.5033,-0.4377,1.2971,,,,,insufficient_history
nzdchf,2026-08-04,0.47647,4.356,0.0,-8.3302,-1.6792,-1.8366,,,,,insufficient_history
nzdjpy,2026-08-04,92.943,1.882,0.0,-3.6836,0.268,-0.9537,,,,,insufficient_history
nzdusd,2026-08-04,0.58959,0.1,0.0,1.4765,0.9472,0.5927,,,,,insufficient_history
usdcad,2026-08-04,1.40605,-1.081,0.0,1.9798,1.3849,-0.7044,,,,,insufficient_history
usdchf,2026-08-04,0.80906,-4.256,0.0,9.8067,2.6264,2.4293,,,,,insufficient_history
usdjpy,2026-08-04,157.749,-1.782,0.0,5.1601,0.6792,1.5464,,,,,insufficient_history
usdnok,2026-08-04,9.5378,-0.192,0.0,22.2894,5.482,-0.0374,,,,,insufficient_history
usdsek,2026-08-04,9.5151,-1.652,0.0,8.3642,0.4912,-0.2135,,,,,insufficient_history
audcad,2026-08-05,0.98891,1.347,1.0,-2.812,-0.8745,-0.0988,,,,,insufficient_history
audchf,2026-08-05,0.56959,4.538,1.0,-10.6389,-2.116,-3.2325,,,,,insufficient_history
audjpy,2026-08-05,111.293,2.101,1.0,-5.9923,-0.1688,-2.3496,,,,,insufficient_history
audnzd,2026-08-05,1.19816,0.248,1.0,-2.3087,-0.4368,-1.3959,,,,,insufficient_history
audusd,2026-08-05,0.70597,0.278,1.0,-0.8322,0.5104,-0.8032,,,,,insufficient_history
cadchf,2026-08-05,0.57585,3.191,1.0,-7.8269,-1.2415,-3.1337,,,,,insufficient_history
cadjpy,2026-08-05,112.541,0.754,1.0,-3.1803,0.7057,-2.2508,,,,,insufficient_history
chfjpy,2026-08-05,195.375,-2.437,1.0,4.6466,1.9472,0.8829,,,,,insufficient_history
euraud,2026-08-05,1.63596,-1.8043,1.0,4.0517,0.2144,0.839,,,,,insufficient_history
eurcad,2026-08-05,1.61877,-0.4573,1.0,1.2397,-0.6601,0.7402,,,,,insufficient_history
eurchf,2026-08-05,0.93221,2.7337,1.0,-6.5872,-1.9016,-2.3935,,,,,insufficient_history
eurgbp,2026-08-05,0.85769,-1.7912,1.0,3.2038,2.1952,-0.6598,,,,,insufficient_history
eurjpy,2026-08-05,182.227,0.2967,1.0,-1.9406,0.0456,-1.5106,,,,,insufficient_history
eurnok,2026-08-05,11.0043,-1.2943,1.0,-19.0699,-4.7572,0.0732,,,,,insufficient_history
eurnzd,2026-08-05,1.96191,-1.5563,1.0,1.743,-0.2224,-0.5569,,,,,insufficient_history
eursek,2026-08-05,10.9561,0.1387,1.0,-5.1447,0.2336,0.2493,,,,,insufficient_history
eurusd,2026-08-05,1.15567,-1.5263,1.0,3.2195,0.7248,0.0358,,,,,insufficient_history
gbpaud,2026-08-05,1.90752,-0.0131,1.0,0.8479,-1.9808,1.4988,,,,,insufficient_history
gbpcad,2026-08-05,1.88631,1.3339,1.0,-1.9641,-2.8553,1.4,,,,,insufficient_history
gbpchf,2026-08-05,1.0869,4.5249,1.0,-9.791,-4.0968,-1.7337,,,,,insufficient_history
gbpjpy,2026-08-05,212.405,2.0879,1.0,-5.1444,-2.1496,-0.8508,,,,,insufficient_history
gbpnzd,2026-08-05,2.2866,0.2349,1.0,-1.4608,-2.4176,0.1029,,,,,insufficient_history
gbpusd,2026-08-05,1.34682,0.2649,1.0,0.0157,-1.4704,0.6956,,,,,insufficient_history
nzdcad,2026-08-05,0.82444,1.099,1.0,-0.5033,-0.4377,1.2971,,,,,insufficient_history
nzdchf,2026-08-05,0.47468,4.29,1.0,-8.3302,-1.6792,-1.8366,,,,,insufficient_history
nzdjpy,2026-08-05,92.825,1.853,1.0,-3.6836,0.268,-0.9537,,,,,insufficient_history
nzdusd,2026-08-05,0.58893,0.03,1.0,1.4765,0.9472,0.5927,,,,,insufficient_history
usdcad,2026-08-05,1.40115,-1.069,1.0,1.9798,1.3849,-0.7044,,,,,insufficient_history
usdchf,2026-08-05,0.80707,-4.26,1.0,9.8067,2.6264,2.4293,,,,,insufficient_history
usdjpy,2026-08-05,157.727,-1.823,1.0,5.1601,0.6792,1.5464,,,,,insufficient_history
usdnok,2026-08-05,9.5214,-0.232,1.0,22.2894,5.482,-0.0374,,,,,insufficient_history
usdsek,2026-08-05,9.4825,-1.665,1.0,8.3642,0.4912,-0.2135,,,,,insufficient_history
audcad,2026-08-06,0.98539,1.298,0.0,-2.812,-0.2029,-0.0988,,,,,insufficient_history
audchf,2026-08-06,0.57113,4.587,0.0,-10.6389,-1.4444,-3.2325,,,,,insufficient_history
audjpy,2026-08-06,111.358,2.162,0.0,-5.9923,0.5028,-2.3496,,,,,insufficient_history
audnzd,2026-08-06,1.19759,0.244,0.0,-2.3087,0.2348,-1.3959,,,,,insufficient_history
audusd,2026-08-06,0.70343,0.234,0.0,-0.8322,1.182,-0.9525,,,,,insufficient_history
cadchf,2026-08-06,0.57915,3.289,0.0,-7.8269,-1.2415,-3.1337,,,,,insufficient_history
cadjpy,2026-08-06,113.037,0.864,0.0,-3.1803,0.7057,-2.2508,,,,,insufficient_history
chfjpy,2026-08-06,194.994,-2.425,0.0,4.6466,1.9472,0.8829,,,,,insufficient_history
euraud,2026-08-06,1.63857,-1.7983,0.0,4.0517,-0.4572,0.839,,,,,insufficient_history
eurcad,2026-08-06,1.61447,-0.5003,0.0,1.2397,-0.6601,0.7402,,,,,insufficient_history
eurchf,2026-08-06,0.93578,2.7887,0.0,-6.5872,-1.9016,-2.3935,,,,,insufficient_history
eurgbp,2026-08-06,0.85639,-1.8192,0.0,3.2038,2.1952,-0.6598,,,,,insufficient_history
eurjpy,2026-08-06,182.514,0.3637,0.0,-1.9406,0.0456,-1.5106,,,,,insufficient_history
eurnok,2026-08-06,10.9951,-1.2783,0.0,-19.0699,-4.7572,0.0732,,,,,insufficient_history
eurnzd,2026-08-06,1.96251,-1.5543,0.0,1.743,-0.2224,-0.5569,,,,,insufficient_history
eursek,2026-08-06,10.9593,0.1257,0.0,-5.1447,0.2336,0.2493,,,,,insufficient_history
eurusd,2026-08-06,1.15274,-1.5643,0.0,3.2195,0.7248,-0.1135,,,,,insufficient_history
gbpaud,2026-08-06,1.91162,0.0209,0.0,0.8479,-2.6524,1.4988,,,,,insufficient_history
gbpcad,2026-08-06,1.8846,1.3189,0.0,-1.9641,-2.8553,1.4,,,,,insufficient_history
gbpchf,2026-08-06,1.09266,4.6079,0.0,-9.791,-4.0968,-1.7337,,,,,insufficient_history
gbpjpy,2026-08-06,213.136,2.1829,0.0,-5.1444,-2.1496,-0.8508,,,,,insufficient_history
gbpnzd,2026-08-06,2.29021,0.2649,0.0,-1.4608,-2.4176,0.1029,,,,,insufficient_history
gbpusd,2026-08-06,1.34542,0.2549,0.0,0.0157,-1.4704,0.5463,,,,,insufficient_history
nzdcad,2026-08-06,0.82219,1.054,0.0,-0.5033,-0.4377,1.2971,,,,,insufficient_history
nzdchf,2026-08-06,0.4763,4.343,0.0,-8.3302,-1.6792,-1.8366,,,,,insufficient_history
nzdjpy,2026-08-06,92.945,1.918,0.0,-3.6836,0.268,-0.9537,,,,,insufficient_history
nzdusd,2026-08-06,0.5871,-0.01,0.0,1.4765,0.9472,0.4434,,,,,insufficient_history
usdcad,2026-08-06,1.40115,-1.064,0.0,1.9798,1.3849,-0.8537,,,,,insufficient_history
usdchf,2026-08-06,0.81202,-4.353,0.0,9.8067,2.6264,2.28,,,,,insufficient_history
usdjpy,2026-08-06,158.382,-1.928,0.0,5.1601,0.6792,1.3971,,,,,insufficient_history
usdnok,2026-08-06,9.5354,-0.286,0.0,22.2894,5.482,-0.1867,,,,,insufficient_history
usdsek,2026-08-06,9.5081,-1.69,0.0,8.3642,0.4912,-0.3628,,,,,insufficient_history
audcad,2026-08-07,0.98529,1.342,1.0,-2.812,-0.2029,-0.0988,,,,,insufficient_history
audchf,2026-08-07,0.57085,4.629,1.0,-10.6389,-1.4444,-3.2325,,,,,insufficient_history
audjpy,2026-08-07,111.407,2.185,1.0,-5.9923,0.5028,-2.3496,,,,,insufficient_history
audnzd,2026-08-07,1.19766,0.275,1.0,-2.3087,0.2348,-1.3959,,,,,insufficient_history
audusd,2026-08-07,0.70696,0.335,1.0,-0.8322,1.182,-0.9525,,,,,insufficient_history
cadchf,2026-08-07,0.57929,3.287,1.0,-7.8269,-1.2415,-3.1337,,,,,insufficient_history
cadjpy,2026-08-07,113.124,0.843,1.0,-3.1803,0.7057,-2.2508,,,,,insufficient_history
chfjpy,2026-08-07,195.281,-2.444,1.0,4.6466,1.9472,0.8829,,,,,insufficient_history
euraud,2026-08-07,1.63505,-1.8555,1.0,4.0517,-0.4572,0.839,,,,,insufficient_history
eurcad,2026-08-07,1.61111,-0.5135,1.0,1.2397,-0.6601,0.7402,,,,,insufficient_history
eurchf,2026-08-07,0.93346,2.7735,1.0,-6.5872,-1.9016,-2.3935,,,,,insufficient_history
eurgbp,2026-08-07,0.85644,-1.7981,1.0,3.2038,2.1952,-0.6598,,,,,insufficient_history
eurjpy,2026-08-07,182.385,0.3295,1.0,-1.9406,0.0456,-1.5106,,,,,insufficient_history
eurnok,2026-08-07,10.9884,-1.2835,1.0,-19.0699,-4.7572,0.0732,,,,,insufficient_history
eurnzd,2026-08-07,1.96098,-1.5805,1.0,1.743,-0.2224,-0.5569,,,,,insufficient_history
eursek,2026-08-07,10.9519,0.1195,1.0,-5.1447,0.2336,0.2493,,,,,insufficient_history
eurusd,2026-08-07,1.15607,-1.5205,1.0,3.2195,0.7248,-0.1135,,,,,insufficient_history
gbpaud,2026-08-07,1.90896,-0.0574,1.0,0.8479,-2.6524,1.4988,,,,,insufficient_history
gbpcad,2026-08-07,1.88083,1.2846,1.0,-1.9641,-2.8553,1.4,,,,,insufficient_history
gbpchf,2026-08-07,1.08962,4.5716,1.0,-9.791,-4.0968,-1.7337,,,,,insufficient_history
gbpjpy,2026-08-07,212.834,2.1276,1.0,-5.1444,-2.1496,-0.8508,,,,,insufficient_history
gbpnzd,2026-08-07,2.28894,0.2176,1.0,-1.4608,-2.4176,0.1029,,,,,insufficient_history
gbpusd,2026-08-07,1.34924,0.2776,1.0,0.0157,-1.4704,0.5463,,,,,insufficient_history
nzdcad,2026-08-07,0.82165,1.067,1.0,-0.5033,-0.4377,1.2971,,,,,insufficient_history
nzdchf,2026-08-07,0.47608,4.354,1.0,-8.3302,-1.6792,-1.8366,,,,,insufficient_history
nzdjpy,2026-08-07,92.98,1.91,1.0,-3.6836,0.268,-0.9537,,,,,insufficient_history
nzdusd,2026-08-07,0.58945,0.06,1.0,1.4765,0.9472,0.4434,,,,,insufficient_history
usdcad,2026-08-07,1.39396,-1.007,1.0,1.9798,1.3849,-0.8537,,,,,insufficient_history
usdchf,2026-08-07,0.80767,-4.294,1.0,9.8067,2.6264,2.28,,,,,insufficient_history
usdjpy,2026-08-07,157.745,-1.85,1.0,5.1601,0.6792,1.3971,,,,,insufficient_history
usdnok,2026-08-07,9.4968,-0.237,1.0,22.2894,5.482,-0.1867,,,,,insufficient_history
usdsek,2026-08-07,9.4755,-1.64,1.0,8.3642,0.4912,-0.3628,,,,,insufficient_history
audcad,2026-08-10,0.98284,1.256,0.0,-2.812,-0.2029,-0.0988,,,,,insufficient_history
audchf,2026-08-10,0.57124,4.575,0.0,-10.6389,-1.4444,-3.2325,,,,,insufficient_history
audjpy,2026-08-10,112.32,2.168,0.0,-4.2256,0.5028,-2.3496,,,,,insufficient_history
audnzd,2026-08-10,1.19833,0.307,0.0,-2.3087,0.2348,-1.3959,,,,,insufficient_history
audusd,2026-08-10,0.70567,0.257,0.0,-0.8322,1.182,-0.9525,,,,,insufficient_history
cadchf,2026-08-10,0.58109,3.319,0.0,-7.8269,-1.2415,-3.1337,,,,,insufficient_history
cadjpy,2026-08-10,114.265,0.912,0.0,-1.4136,0.7057,-2.2508,,,,,insufficient_history
chfjpy,2026-08-10,196.568,-2.407,0.0,6.4133,1.9472,0.8829,,,,,insufficient_history
euraud,2026-08-10,1.63484,-1.8003,0.0,4.0517,-0.4572,0.839,,,,,insufficient_history
eurcad,2026-08-10,1.60847,-0.5443,0.0,1.2397,-0.6601,0.7402,,,,,insufficient_history
eurchf,2026-08-10,0.93504,2.7747,0.0,-6.5872,-1.9016,-2.3935,,,,,insufficient_history
eurgbp,2026-08-10,0.85439,-1.8238,0.0,3.2038,2.1952,-0.6598,,,,,insufficient_history
eurjpy,2026-08-10,183.827,0.3677,0.0,-0.1739,0.0456,-1.5106,,,,,insufficient_history
eurnok,2026-08-10,10.9618,-1.2503,0.0,-19.0699,-4.7572,0.0732,,,,,insufficient_history
eurnzd,2026-08-10,1.96176,-1.4933,0.0,1.743,-0.2224,-0.5569,,,,,insufficient_history
eursek,2026-08-10,10.9577,0.1467,0.0,-5.1447,0.2336,0.2493,,,,,insufficient_history
eurusd,2026-08-10,1.1546,-1.5433,0.0,3.2195,0.7248,-0.1135,,,,,insufficient_history
gbpaud,2026-08-10,1.91401,0.0235,0.0,0.8479,-2.6524,1.4988,,,,,insufficient_history
gbpcad,2026-08-10,1.88254,1.2795,0.0,-1.9641,-2.8553,1.4,,,,,insufficient_history
gbpchf,2026-08-10,1.09351,4.5985,0.0,-9.791,-4.0968,-1.7337,,,,,insufficient_history
gbpjpy,2026-08-10,215.133,2.1915,0.0,-3.3777,-2.1496,-0.8508,,,,,insufficient_history
gbpnzd,2026-08-10,2.2957,0.3305,0.0,-1.4608,-2.4176,0.1029,,,,,insufficient_history
gbpusd,2026-08-10,1.3508,0.2805,0.0,0.0157,-1.4704,0.5463,,,,,insufficient_history
nzdcad,2026-08-10,0.81973,0.949,0.0,-0.5033,-0.4377,1.2971,,,,,insufficient_history
nzdchf,2026-08-10,0.47617,4.268,0.0,-8.3302,-1.6792,-1.8366,,,,,insufficient_history
nzdjpy,2026-08-10,93.638,1.861,0.0,-1.9169,0.268,-0.9537,,,,,insufficient_history
nzdusd,2026-08-10,0.58834,-0.05,0.0,1.4765,0.9472,0.4434,,,,,insufficient_history
usdcad,2026-08-10,1.39369,-0.999,0.0,1.9798,1.3849,-0.8537,,,,,insufficient_history
usdchf,2026-08-10,0.81006,-4.318,0.0,9.8067,2.6264,2.28,,,,,insufficient_history
usdjpy,2026-08-10,159.284,-1.911,0.0,3.3934,0.6792,1.3971,,,,,insufficient_history
usdnok,2026-08-10,9.4911,-0.293,0.0,22.2894,5.482,-0.1867,,,,,insufficient_history
usdsek,2026-08-10,9.4891,-1.69,0.0,8.3642,0.4912,-0.3628,,,,,insufficient_history
audcad,2026-08-11,0.98285,1.303,0.0,-2.812,-0.2029,-0.0988,,,,,insufficient_history
audchf,2026-08-11,0.57206,4.587,0.0,-10.6389,-1.4444,-3.2325,,,,,insufficient_history
audjpy,2026-08-11,112.435,2.205,0.0,-4.2256,0.5028,-2.3496,,,,,insufficient_history
audnzd,2026-08-11,1.20019,0.321,0.0,-2.3087,0.2348,-1.3959,,,,,insufficient_history
audusd,2026-08-11,0.70646,0.311,0.0,-0.8322,1.182,-0.9525,,,,,insufficient_history
cadchf,2026-08-11,0.58193,3.284,0.0,-7.8269,-1.2415,-3.1337,,,,,insufficient_history
cadjpy,2026-08-11,114.363,0.902,0.0,-1.4136,0.7057,-2.2508,,,,,insufficient_history
chfjpy,2026-08-11,196.382,-2.382,0.0,6.4133,1.9472,0.8829,,,,,insufficient_history
euraud,2026-08-11,1.63374,-1.854,0.0,4.0517,-0.4572,0.839,,,,,insufficient_history
eurcad,2026-08-11,1.60684,-0.551,0.0,1.2397,-0.6601,0.7402,,,,,insufficient_history
eurchf,2026-08-11,0.93572,2.733,0.0,-6.5872,-1.9016,-2.3935,,,,,insufficient_history
eurgbp,2026-08-11,0.85432,-1.8133,0.0,3.2038,2.1952,-0.6598,,,,,insufficient_history
eurjpy,2026-08-11,183.793,0.351,0.0,-0.1739,0.0456,-1.5106,,,,,insufficient_history
eurnok,2026-08-11,10.9513,-1.217,0.0,-19.0699,-4.7572,0.0732,,,,,insufficient_history
eurnzd,2026-08-11,1.96201,-1.533,0.0,1.743,-0.2224,-0.5569,,,,,insufficient_history
eursek,2026-08-11,10.9863,0.139,0.0,-5.1447,0.2336,0.2493,,,,,insufficient_history
eurusd,2026-08-11,1.1546,-1.543,0.0,3.2195,0.7248,-0.1135,,,,,insufficient_history
gbpaud,2026-08-11,1.91218,-0.0407,0.0,0.8479,-2.6524,1.4988,,,,,insufficient_history
gbpcad,2026-08-11,1.8799,1.2623,0.0,-1.9641,-2.8553,1.4,,,,,insufficient_history
gbpchf,2026-08-11,1.09452,4.5463,0.0,-9.791,-4.0968,-1.7337,,,,,insufficient_history
gbpjpy,2026-08-11,215.094,2.1643,0.0,-3.3777,-2.1496,-0.8508,,,,,insufficient_history
gbpnzd,2026-08-11,2.2961,0.2803,0.0,-1.4608,-2.4176,0.1029,,,,,insufficient_history
gbpusd,2026-08-11,1.35084,0.2703,0.0,0.0157,-1.4704,0.5463,,,,,insufficient_history
nzdcad,2026-08-11,0.81844,0.982,0.0,-0.5033,-0.4377,1.2971,,,,,insufficient_history
nzdchf,2026-08-11,0.47632,4.266,0.0,-8.3302,-1.6792,-1.8366,,,,,insufficient_history
nzdjpy,2026-08-11,93.621,1.884,0.0,-1.9169,0.268,-0.9537,,,,,insufficient_history
nzdusd,2026-08-11,0.58824,-0.01,0.0,1.4765,0.9472,0.4434,,,,,insufficient_history
usdcad,2026-08-11,1.3922,-0.992,0.0,1.9798,1.3849,-0.8537,,,,,insufficient_history
usdchf,2026-08-11,0.81031,-4.276,0.0,9.8067,2.6264,2.28,,,,,insufficient_history
usdjpy,2026-08-11,159.26,-1.894,0.0,3.3934,0.6792,1.3971,,,,,insufficient_history
usdnok,2026-08-11,9.4873,-0.326,0.0,22.2894,5.482,-0.1867,,,,,insufficient_history
usdsek,2026-08-11,9.5173,-1.682,0.0,8.3642,0.4912,-0.3628,,,,,insufficient_history
audcad,2026-08-12,0.98403,1.311,0.0,-2.812,-0.2029,-0.0988,,,,,insufficient_history
audchf,2026-08-12,0.57406,4.631,0.0,-10.6389,-1.4444,-3.2325,,,,,insufficient_history
audjpy,2026-08-12,112.543,2.152,0.0,-4.2256,0.5028,-2.3496,,,,,insufficient_history
audnzd,2026-08-12,1.20493,0.303,0.0,-2.3087,0.2348,-1.3959,,,,,insufficient_history
audusd,2026-08-12,0.70656,0.323,0.0,-0.8322,1.182,-0.9525,,,,,insufficient_history
cadchf,2026-08-12,0.58309,3.32,0.0,-7.8269,-1.2415,-3.1337,,,,,insufficient_history
cadjpy,2026-08-12,114.335,0.841,0.0,-1.4136,0.7057,-2.2508,,,,,insufficient_history
chfjpy,2026-08-12,195.989,-2.479,0.0,6.4133,1.9472,0.8829,,,,,insufficient_history
euraud,2026-08-12,1.63148,-1.846,0.0,4.0517,-0.4572,0.839,,,,,insufficient_history
eurcad,2026-08-12,1.60663,-0.535,0.0,1.2397,-0.6601,0.7402,,,,,insufficient_history
eurchf,2026-08-12,0.93646,2.785,0.0,-6.5872,-1.9016,-2.3935,,,,,insufficient_history
eurgbp,2026-08-12,0.85391,-1.8204,0.0,3.2038,2.1952,-0.6598,,,,,insufficient_history
eurjpy,2026-08-12,183.748,0.306,0.0,-0.1739,0.0456,-1.5106,,,,,insufficient_history
eurnok,2026-08-12,10.9417,-1.207,0.0,-19.0699,-4.7572,0.0732,,,,,insufficient_history
eurnzd,2026-08-12,1.96666,-1.543,0.0,1.743,-0.2224,-0.5569,,,,,insufficient_history
eursek,2026-08-12,11.0408,0.157,0.0,-5.1447,0.2336,0.2493,,,,,insufficient_history
eurusd,2026-08-12,1.15287,-1.523,0.0,3.2195,0.7248,-0.1135,,,,,insufficient_history
gbpaud,2026-08-12,1.90988,-0.0256,0.0,0.8479,-2.6524,1.4988,,,,,insufficient_history
gbpcad,2026-08-12,1.88054,1.2854,0.0,-1.9641,-2.8553,1.4,,,,,insufficient_history
gbpchf,2026-08-12,1.09723,4.6054,0.0,-9.791,-4.0968,-1.7337,,,,,insufficient_history
gbpjpy,2026-08-12,215.099,2.1264,0.0,-3.3777,-2.1496,-0.8508,,,,,insufficient_history
gbpnzd,2026-08-12,2.3028,0.2774,0.0,-1.4608,-2.4176,0.1029,,,,,insufficient_history
gbpusd,2026-08-12,1.34964,0.2974,0.0,0.0157,-1.4704,0.5463,,,,,insufficient_history
nzdcad,2026-08-12,0.81626,1.008,0.0,-0.5033,-0.4377,1.2971,,,,,insufficient_history
nzdchf,2026-08-12,0.47578,4.328,0.0,-8.3302,-1.6792,-1.8366,,,,,insufficient_history
nzdjpy,2026-08-12,93.344,1.849,0.0,-1.9169,0.268,-0.9537,,,,,insufficient_history
nzdusd,2026-08-12,0.58603,0.02,0.0,1.4765,0.9472,0.4434,,,,,insufficient_history
usdcad,2026-08-12,1.39384,-0.988,0.0,1.9798,1.3849,-0.8537,,,,,insufficient_history
usdchf,2026-08-12,0.81283,-4.308,0.0,9.8067,2.6264,2.28,,,,,insufficient_history
